Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
43,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,843,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0,21,0.18181818181818182,0.25,0.0,0.25,2.0,9.750336373041954,4289.75,0
27,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,844,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8,18,1.0,0.8888888888888888,0.8888888888888888,0.0,3.0,9.457903327831136,4269.333333333333,2
35,0,Travel_Rarely,950,Research & Development,7,3,Other,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6,18,0.47058823529411764,0.625,0.75,0.125,2.6666666666666665,9.232297539328226,3407.0,0
28,0,Travel_Rarely,760,Sales,2,4,Marketing,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,20,1.0,0.875,0.625,0.875,1.6666666666666667,8.472195825485501,2389.5,3
34,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2,30,0.75,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,8.226305988015508,3737.0,0
26,1,Travel_Frequently,887,Research & Development,5,2,Medical,848,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7,18,1.0,0.875,0.875,0.125,2.3333333333333335,7.769378609513984,2366.0,2
27,0,Non-Travel,443,Research & Development,3,3,Medical,850,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0,27,0.0,0.0,0.0,0.0,3.6666666666666665,7.442492722794441,1706.0,0
51,0,Travel_Rarely,1318,Sales,26,4,Marketing,851,1,Female,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17,22,0.6896551724137931,0.3,0.85,0.2,2.3333333333333335,9.699411063939143,4076.75,0
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,34,0.5,0.4,0.6,0.4,3.3333333333333335,8.688453800850768,2966.5,0
25,0,Travel_Rarely,180,Research & Development,2,1,Medical,854,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1,19,0.6666666666666666,0.75,0.25,0.0,1.6666666666666667,8.138856750696325,3424.0,0
33,0,Travel_Rarely,586,Sales,1,3,Medical,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,1,9,5,3,9,8,0,8,24,1.0,0.8888888888888888,0.8888888888888888,0.0,1.0,8.303504798872783,2018.5,0
35,0,Travel_Rarely,1343,Research & Development,27,1,Medical,856,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1,29,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,7.847762537473608,2559.0,0
36,0,Travel_Rarely,928,Sales,1,2,Life Sciences,857,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11,18,1.0,0.7777777777777778,0.6111111111111112,0.2222222222222222,3.3333333333333335,8.732627099660395,3100.5,3
32,0,Travel_Rarely,117,Sales,13,4,Life Sciences,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3,24,0.625,0.4,0.6,0.0,3.0,8.390268497842571,2201.5,0
30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3,20,0.5,0.8,0.6,0.0,2.6666666666666665,8.232706009860976,3761.0,0
53,0,Travel_Rarely,661,Sales,7,2,Marketing,862,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4,18,0.14285714285714285,0.4,0.8,0.0,3.0,9.299723933110869,3644.6666666666665,2
45,0,Travel_Rarely,930,Sales,9,3,Marketing,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2,27,0.2777777777777778,0.8,0.4,0.0,2.6666666666666665,9.283776690049365,3587.0,3
32,0,Travel_Rarely,638,Research & Development,8,2,Medical,865,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,No,12,3,3,1,9,3,2,5,3,1,3,23,0.5555555555555556,0.6,0.6,0.2,3.0,8.551787836180736,2587.5,0
52,0,Travel_Frequently,890,Research & Development,25,4,Medical,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,3,No,22,4,3,0,31,3,3,9,8,0,0,21,0.2903225806451613,0.8888888888888888,0.0,0.0,3.3333333333333335,9.534378481388618,3456.5,0
37,0,Travel_Rarely,342,Sales,16,4,Marketing,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,No,19,3,4,2,9,2,3,1,0,0,0,28,0.1111111111111111,0.0,0.0,0.0,3.6666666666666665,8.75384509275524,3167.0,0
28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,1,6,6,3,5,1,0,4,22,0.8333333333333334,0.2,0.8,0.0,3.3333333333333335,8.504513138258863,4936.0,0
22,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,872,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,2,4,2,1,2,2,2,2,18,0.5,1.0,1.0,1.0,3.0,8.471358655072438,2387.5,0
44,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2,34,0.3,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,7.9441374911141125,2818.0,4
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,875,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,34,0.25,0.5,1.0,1.0,3.3333333333333335,7.830425617820331,2515.0,3
36,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,30,0.8333333333333334,0.8,0.6,0.0,1.6666666666666667,7.759187438507795,2342.0,0
25,0,Travel_Rarely,141,Sales,3,1,Other,879,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3,20,1.0,0.6,0.6,0.0,2.6666666666666665,8.341648618901306,2097.0,3
35,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,18,1.0,0.8235294117647058,0.8823529411764706,0.29411764705882354,3.0,9.276689752517717,3561.6666666666665,2
35,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,25,1.0,0.2,0.8,0.7,2.3333333333333335,7.612336837167746,2022.0,3
32,0,Non-Travel,300,Research & Development,1,3,Life Sciences,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2,28,0.75,0.0,0.6666666666666666,0.0,3.3333333333333335,7.747164966520335,2314.0,0
25,0,Travel_Rarely,583,Sales,4,1,Marketing,885,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3,20,1.0,0.4,0.6,0.0,1.6666666666666667,8.356319965828153,2128.0,0
49,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,887,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2,42,0.5714285714285714,0.5,0.5,0.0,2.0,8.183397369998433,3580.0,0
24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4,18,0.8333333333333334,0.4,0.8,0.6,3.0,8.059276223305648,3162.0,0
32,0,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3,22,1.0,0.8,0.3,0.5,2.6666666666666665,8.783396232190894,3262.0,0
38,0,Travel_Rarely,395,Sales,9,3,Marketing,893,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,35,0.6666666666666666,1.0,1.0,0.5,2.6666666666666665,7.9724660159745655,2899.0,0
42,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,25,0.29411764705882354,0.6,0.6,0.2,3.0,8.562548893137034,2615.5,4
31,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,895,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,23,0.75,0.6666666666666666,0.3333333333333333,0.0,3.3333333333333335,7.7651449029361315,2356.0,3
29,1,Travel_Rarely,341,Sales,1,3,Medical,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,24,0.6,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,7.937731775260109,2800.0,2
53,0,Travel_Rarely,868,Sales,8,3,Marketing,897,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2,25,0.07142857142857142,0.0,1.0,1.0,2.6666666666666665,9.378985497953893,2959.0,0
35,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8,19,0.8125,0.7692307692307693,0.6153846153846154,0.3076923076923077,2.3333333333333335,9.296884973376368,3634.3333333333335,0
37,0,Travel_Frequently,1231,Sales,21,2,Medical,900,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0,27,0.5,0.8,0.0,0.0,3.0,7.9976631270201,2973.0,0
53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,901,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,20,0.36363636363636365,0.75,0.6666666666666666,0.25,3.6666666666666665,9.566335084610051,3568.75,0
43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2,31,0.4166666666666667,0.4,0.4,0.4,3.3333333333333335,8.623892810075294,2781.0,0
47,0,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,39,0.875,0.8571428571428571,1.0,1.0,2.6666666666666665,8.420241665339788,2268.5,3
37,0,Non-Travel,1252,Sales,19,2,Medical,904,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9,27,1.0,0.0,0.9,0.0,2.3333333333333335,8.941545475242885,2547.3333333333335,3
50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,19,1.0,0.1935483870967742,0.22580645161290322,0.45161290322580644,2.0,9.793951665467821,4481.0,0
39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,909,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,26,0.38461538461538464,0.8,0.8,0.0,3.6666666666666665,8.557374981049069,2602.0,0
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,26,0.5714285714285714,0.75,0.75,0.0,3.0,7.731053144007127,2277.0,3
32,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1,31,1.0,0.0,1.0,0.0,2.6666666666666665,7.935945103353701,2795.0,3
29,0,Travel_Rarely,1086,Research & Development,7,1,Medical,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,21,0.5,0.75,0.75,0.0,2.6666666666666665,7.837159650001675,2532.0,0
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,913,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,36,1.0,0.875,0.125,0.875,2.3333333333333335,7.847762537473608,2559.0,3
28,0,Travel_Rarely,821,Sales,5,4,Medical,916,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2,24,1.0,0.5,0.5,0.0,2.3333333333333335,8.498825534058053,2454.0,0
58,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0,55,0.3333333333333333,0.0,0.0,0.0,4.0,7.7752758464868625,2380.0,2
43,0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0,39,0.25,0.0,0.0,0.0,2.0,8.469262657658687,2382.5,0
20,1,Travel_Rarely,500,Sales,2,3,Medical,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,18,1.0,1.0,1.0,0.0,3.3333333333333335,7.623153068476902,2044.0,0
21,1,Travel_Rarely,1427,Research & Development,18,1,Other,923,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,20,1.0,0.0,0.0,0.0,3.0,7.898782356970309,2693.0,0
36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11,19,0.9411764705882353,0.5,0.6875,0.25,2.6666666666666665,8.792853288640693,3293.0,3
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2,44,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,8.100161446936607,3294.0,2
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2,18,0.75,0.6666666666666666,0.6666666666666666,0.0,2.0,8.336150816120663,2085.5,3
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,31,0.7,1.0,0.0,0.14285714285714285,3.0,7.929846429742503,2778.0,1
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,22,0.3333333333333333,1.0,1.0,1.0,2.6666666666666665,7.774015077250727,2377.0,0
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2,31,0.25,1.0,1.0,1.0,3.0,7.785305182539862,2404.0,3
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,933,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,26,1.0,1.0,0.0,0.0,2.6666666666666665,7.7488913372555315,2318.0,0
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,No,14,3,2,2,1,3,3,1,0,1,0,33,1.0,0.0,0.0,1.0,2.0,7.605392364814935,2008.0,0
42,0,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,32,0.5,0.8,0.6,0.0,2.3333333333333335,8.739536422559677,3122.0,0
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,939,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,27,0.5,0.6666666666666666,0.6666666666666666,0.0,2.0,7.937374696163295,2799.0,2
58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,34,0.25,0.0,0.6666666666666666,0.0,3.0,9.26416545867109,3517.3333333333335,2
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2,18,0.5384615384615384,1.0,0.2857142857142857,0.7142857142857143,2.3333333333333335,7.753623546559746,2329.0,0
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7,25,1.0,0.6,0.7,0.0,4.0,8.297792626380861,2007.0,3
49,0,Travel_Rarely,527,Research & Development,8,2,Other,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,No,11,3,3,1,29,3,2,26,9,1,7,20,0.896551724137931,0.34615384615384615,0.2692307692307692,0.038461538461538464,2.0,8.909775673693389,2467.6666666666665,0
48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,945,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0,35,0.0,0.0,0.0,0.0,2.6666666666666665,7.723120092266331,2259.0,0
31,0,Non-Travel,1188,Sales,20,2,Marketing,947,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,13,3,4,1,9,2,2,9,8,0,0,22,1.0,0.8888888888888888,0.0,0.0,3.6666666666666665,8.84404789894249,3466.0,0
36,0,Travel_Rarely,188,Research & Development,7,4,Other,949,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,28,0.75,0.3333333333333333,0.16666666666666666,0.0,3.0,8.450839690866216,4678.0,0
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,950,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,23,1.0,0.8,0.7333333333333333,0.3333333333333333,2.3333333333333335,9.51657428982249,4527.333333333333,0
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,27,0.6,0.0,0.6666666666666666,0.0,2.6666666666666665,7.75491027202143,2332.0,0
25,1,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,24,1.0,0.0,0.0,0.0,2.6666666666666665,7.789040401657477,2413.0,2
40,0,Travel_Rarely,658,Sales,10,4,Marketing,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,29,0.09090909090909091,0.0,0.0,0.0,1.6666666666666667,9.18049952996516,3235.0,0
26,0,Travel_Frequently,1283,Sales,1,3,Medical,956,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,19,1.0,1.0,1.0,0.0,2.0,8.365206834418355,2147.0,0
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,21,0.9,0.7222222222222222,0.9444444444444444,0.1111111111111111,2.6666666666666665,8.459987717645458,4721.0,3
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9,20,0.6875,0.7272727272727273,0.8181818181818182,0.2727272727272727,3.0,7.832014180505469,2519.0,0
19,1,Travel_Rarely,419,Sales,21,3,Other,959,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,18,1.0,0.0,0.0,0.0,2.6666666666666665,7.660114319173928,2121.0,2
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0,19,1.0,0.0,0.0,0.0,1.3333333333333333,7.9976631270201,2973.0,0
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,21,0.9,0.7777777777777778,0.5555555555555556,0.8888888888888888,3.6666666666666665,8.675222055641148,2927.5,3
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,37,0.3333333333333333,1.0,0.0,0.0,3.3333333333333335,8.193676665955241,3617.0,3
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,24,1.0,0.875,0.375,0.75,2.3333333333333335,8.813735892300215,3362.5,0
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,20,1.0,0.4375,0.4375,0.1875,2.6666666666666665,9.242420265439595,3441.6666666666665,2
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,27,0.8333333333333334,0.0,0.8,0.2,2.3333333333333335,8.846496938558838,3474.5,0
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7,20,0.8235294117647058,0.07142857142857142,0.5,0.7857142857142857,2.3333333333333335,9.26955223160803,3536.3333333333335,0
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8,36,1.0,0.7777777777777778,0.8888888888888888,0.0,2.3333333333333335,8.400209835930418,2223.5,0
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,26,1.0,0.3333333333333333,0.6666666666666666,0.0,3.0,7.67693714581808,2157.0,0
35,0,Travel_Rarely,1219,Sales,18,3,Medical,975,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0,30,1.0,0.4,0.0,0.2,2.6666666666666665,8.434246270595311,2300.5,0
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,26,0.34615384615384615,0.8888888888888888,0.8888888888888888,0.7777777777777778,3.3333333333333335,9.746833742490752,4274.75,0
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,977,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,51,0.14285714285714285,0.0,0.0,0.0,2.6666666666666665,7.8160138391590275,2479.0,0
53,0,Travel_Rarely,1376,Sales,2,2,Medical,981,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,31,0.7727272727272727,0.7647058823529411,0.11764705882352941,0.8823529411764706,3.0,9.605957144029533,3713.0,0
30,0,Travel_Rarely,231,Sales,8,2,Other,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,20,0.8,0.5,0.875,0.875,2.3333333333333335,8.890823576004383,2421.3333333333335,0
38,0,Non-Travel,152,Sales,10,3,Technical Degree,983,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,32,0.8333333333333334,0.6,0.6,0.2,3.0,8.64241515616962,2833.0,3
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,23,0.8333333333333334,0.9,0.8,0.0,3.3333333333333335,8.964951211714654,2607.6666666666665,0
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,985,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,30,0.8888888888888888,0.875,0.875,0.0,2.6666666666666665,8.97221007835365,2626.6666666666665,0
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,18,0.045454545454545456,0.0,0.0,0.0,2.6666666666666665,9.487593248937424,3298.5,4
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,27,0.95,0.5263157894736842,0.3684210526315789,0.10526315789473684,3.0,8.53070154144103,2533.5,4
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,24,0.5833333333333334,1.0,1.0,0.0,3.0,8.533066540572527,2539.5,0
